站点名称,POI编号,拼音名称,gd经度,gd纬度,路线名称,城市名称,行政区名称,bd经度,bd纬度
东直门,BV10002731,dong zhi men,116.435842,39.941626,13号线,北京,东城区,116.441365,39.947769
善各庄,BV10416596,shan ge zhuang,116.478195,40.02716,14号线东段,北京,朝阳区,116.484762,40.03309
来广营,BV10416588,lai guang ying,116.466994,40.020588,14号线东段,北京,朝阳区,116.47349,40.025913
东湖渠,BV10416590,dong hu qu,116.467412,40.01067,14号线东段,北京,朝阳区,116.474041,40.016019
望京,BV10013356,wang jing,116.469409,39.998521,14号线东段,北京,朝阳区,116.475304,40.004532
阜通,BV10416592,fu tong,116.47174,39.991699,14号线东段,北京,朝阳区,116.477949,39.997678
望京南,BV10416591,wang jing nan,116.481634,39.984634,14号线东段,北京,朝阳区,116.488469,39.990525
将台,BV10416595,jiang tai,116.489496,39.971109,14号线东段,北京,朝阳区,116.49653,39.976969
东风北桥,BV10416594,dong feng bei qiao,116.485919,39.958375,14号线东段,北京,朝阳区,116.492576,39.964504
枣营,BV10416587,zao ying,116.474947,39.944132,14号线东段,北京,朝阳区,116.481589,39.949941
朝阳公园,BV10416593,zhao yang gong yuan,116.478291,39.933492,14号线东段,北京,朝阳区,116.489233,39.949861
金台路,BV10008284,jin tai lu,116.478115,39.923556,14号线东段,北京,朝阳区,116.484908,39.929069
大望路,BV10013364,da wang lu,116.475783,39.908287,14号线东段,北京,朝阳区,116.483555,39.914615
九龙山,BV10006224,jiu long shan,116.478695,39.893222,14号线东段,北京,朝阳区,116.484688,39.899325
平乐园,BV10007475,ping le yuan,116.477307,39.885275,14号线东段,北京,朝阳区,116.483967,39.890758
北工大西门,BV10590953,bei gong da xi men,116.477319,39.875445,14号线东段,北京,朝阳区,116.484004,39.881028
十里河,BV10013367,shi li he,116.457983,39.866417,14号线东段,北京,朝阳区,116.465014,39.871514
方庄,BV10012561,fang zhuang,116.440244,39.865868,14号线东段,北京,丰台区,116.446697,39.871735
蒲黄榆,BV10006603,pu huang yu,116.42372,39.865621,14号线东段,北京,丰台区,116.428882,39.871689
景泰,BV10590951,jing tai,116.411027,39.865255,14号线东段,北京,东城区,116.417168,39.871443
永定门外,BV10013368,yong ding men wai,116.399369,39.867435,14号线东段,北京,东城区,116.405989,39.872783
北京南站,BV10006454,bei jing nan zhan,116.378963,39.865029,14号线东段,北京,丰台区,116.385629,39.871108
西局,BV10000215,xi ju,116.303819,39.86677,14号线西段,北京,丰台区,116.310325,39.872261
七里庄,BV10000636,qi li zhuang,116.294292,39.866773,14号线西段,北京,丰台区,116.300553,39.873014
大井,BV10006219,da jing,116.276061,39.865226,14号线西段,北京,丰台区,116.281826,39.871571
郭庄子,BV10013400,guo zhuang zi,116.253068,39.864841,14号线西段,北京,丰台区,116.259835,39.870755
大瓦窑,BV10007072,da wa yao,116.24048,39.85947,14号线西段,北京,丰台区,116.246953,39.865215
园博园,BV10013401,yuan bo yuan,116.201643,39.861328,14号线西段,北京,丰台区,116.208364,39.867099
张郭庄,BV10006917,zhang guo zhuang,116.187193,39.8581,14号线西段,北京,丰台区,116.193406,39.864102
俸伯,BV10002186,feng bo,116.684732,40.132573,15号线,北京,顺义区,116.69145,40.138304
顺义,BV10013405,shun yi,116.657023,40.129994,15号线,北京,顺义区,116.663674,40.136136
石门,BV10013404,shi men,116.641117,40.129802,15号线,北京,顺义区,116.647776,40.136322
南法信,BV10002190,nan fa xin,116.609535,40.128478,15号线,北京,顺义区,116.616411,40.134458
后沙峪,BV10009387,hou sha yu,116.564211,40.114127,15号线,北京,顺义区,116.570793,40.119865
花梨坎,BV10002223,hua li kan,116.557593,40.084436,15号线,北京,顺义区,116.564223,40.090312
国展,BV10013403,guo zhan,116.555127,40.07003,15号线,北京,顺义区,116.561721,40.075932
孙河,BV10002193,sun he,116.5347,40.045113,15号线,北京,朝阳区,116.54104,40.051264
马泉营,BV10011274,ma quan ying,116.50348,40.033721,15号线,北京,朝阳区,116.509638,40.039847
崔各庄,BV10000963,cui ge zhuang,116.492968,40.022201,15号线,北京,朝阳区,116.499145,40.028437
望京东,BV10013402,wang jing dong,116.487105,40.0032,15号线,北京,朝阳区,116.475304,40.004532
望京,BV10013356,wang jing,116.469409,39.998521,15号线,北京,朝阳区,116.475304,40.004532
望京西,BV10013377,wang jing xi,116.449884,39.995724,15号线,北京,朝阳区,116.455652,40.001257
关庄,BV10416640,guan zhuang,116.430947,40.001134,15号线,北京,朝阳区,116.437889,40.007136
大屯路东,BV10013376,da tun lu dong,116.417377,40.003841,15号线,北京,朝阳区,116.424567,40.009611
安立路,BV10416647,an li lu,116.407845,40.002619,15号线,北京,朝阳区,116.414285,40.008946
奥林匹克公园,BV10013375,ao lin pi ke gong yuan,116.391758,40.002207,15号线,北京,朝阳区,116.39876,40.007933
北沙滩,BV10416650,bei sha tan,116.368143,40.001492,15号线,北京,海淀区,116.375561,40.007538
六道口,BV10416642,liu dao kou,116.35267,40.000958,15号线,北京,海淀区,116.359309,40.006718
清华东路西口,BV10416646,qing hua dong lu xi kou,116.33953,40.000673,15号线,北京,海淀区,116.345527,40.0063
北安河,BV10740312,bei an he,116.130428,40.068128,16号线,北京,海淀区,116.136824,40.073863
温阳路,BV10740317,wen yang lu,116.161361,40.068516,16号线,北京,海淀区,116.167825,40.074892
稻香湖路,BV10711029,dao xiang hu lu,116.188145,40.068936,16号线,北京,海淀区,116.194753,40.074788
屯佃,BV10740314,tun dian,116.21585,40.068454,16号线,北京,海淀区,116.222442,40.074106
永丰,BV10740319,yong feng,116.238481,40.071868,16号线,北京,海淀区,116.245001,40.077705
永丰南,BV10740315,yong feng nan,116.248154,40.065575,16号线,北京,海淀区,116.254611,40.071669
西北旺,BV10740313,xi bei wang,116.257923,40.048703,16号线,北京,海淀区,116.264078,40.055297
马连洼,BV10740318,ma lian wa,116.27252,40.032637,16号线,北京,海淀区,116.279261,40.038769
农大南路,BV10740316,nong da nan lu,116.282272,40.021398,16号线,北京,海淀区,116.288702,40.027823
西苑,BV10000920,xi yuan,116.290908,39.998258,16号线,北京,海淀区,116.297852,40.0049
万泉河桥,BV10531973,WanQuanHe Qiao,116.300157,39.985067,16号线,北京,海淀区,116.305367,39.991441
苏州桥,BV10007288,SuZhou Qiao,116.308092,39.962052,16号线,北京,海淀区,116.312768,39.981704
万寿寺,BV10000208,WanShouSi,116.309904,39.947773,16号线,北京,海淀区,116.319831,39.954943
国家图书馆,BV10000252,GuoJia TuShuGuan,116.32519,39.943114,16号线,北京,海淀区,116.331555,39.948479
甘家口,BV10013501,GanJiaKou,116.334534,39.923392,16号线,北京,海淀区,116.341214,39.92909
四惠,BV10000275,si hui,116.495456,39.908749,八通线,北京,朝阳区,116.502033,39.914861
四惠东,BV10007589,si hui dong,116.515664,39.908495,八通线,北京,朝阳区,116.521965,39.914941
高碑店,BV10013517,gao bei dian,116.531421,39.909448,八通线,北京,朝阳区,116.538006,39.915798
传媒大学,BV10013518,chuan mei da xue,116.554639,39.909215,八通线,北京,朝阳区,116.56137,39.915197
双桥,BV10013519,shuang qiao,116.576709,39.910139,八通线,北京,朝阳区,116.583337,39.915886
管庄,BV10004294,guan zhuang,116.599002,39.90909,八通线,北京,朝阳区,116.605894,39.914905
八里桥,BV10001118,ba li qiao,116.618658,39.906121,八通线,北京,朝阳区,116.625156,39.912221
通州北苑,BV10004143,tong zhou bei yuan,116.637252,39.903864,八通线,北京,通州区,116.64361,39.910064
果园,BV10004141,guo yuan,116.646606,39.893393,八通线,北京,通州区,116.653045,39.89966
九棵树,BV10001298,jiu ke shu,116.657533,39.890278,八通线,北京,通州区,116.66393,39.89646
梨园,BV10002455,li yuan,116.66872,39.883677,八通线,北京,通州区,116.675222,39.889713
临河里,BV10013520,lin he li,116.678811,39.875496,八通线,北京,通州区,116.685467,39.881239
土桥,BV10004138,tu qiao,116.686349,39.871926,八通线,北京,通州区,116.692727,39.877731
花庄,BV11253781,HuaZhuang,116.695495,39.856722,八通线,北京,通州区,116.701597,39.862395
昌平西山口,BV10550714,chang ping xi shan kou,116.195371,40.244624,昌平线,北京,昌平区,116.202226,40.250294
十三陵景区,BV10013483,shi san ling jing qu,116.207729,40.240255,昌平线,北京,昌平区,116.214346,40.245742
昌平,BV10013482,chang ping,116.23359,40.22055,昌平线,北京,昌平区,116.240088,40.226351
昌平东关,BV10550716,chang ping dong guan,116.262059,40.221726,昌平线,北京,昌平区,116.268533,40.227946
北邵洼,BV10550715,bei shao wa,116.281949,40.222001,昌平线,北京,昌平区,116.287975,40.228114
南邵,BV10001633,nan shao,116.287534,40.207492,昌平线,北京,昌平区,116.293505,40.21343
沙河高教园,BV10013477,sha he gao jiao yuan,116.280465,40.164666,昌平线,北京,昌平区,116.286757,40.171012
沙河,BV10000338,sha he,116.288865,40.148278,昌平线,北京,昌平区,116.295058,40.154693
巩华城,BV10013478,gong hua cheng,116.293979,40.1309,昌平线,北京,昌平区,116.300434,40.137318
朱辛庄,BV10000571,zhu xin zhuang,116.313698,40.104297,昌平线,北京,昌平区,116.32013,40.110334
生命科学园,BV10000877,sheng ming ke xue yuan,116.29423,40.09479,昌平线,北京,昌平区,116.30065,40.101055
西二旗,BV10007027,XiErQi,116.306295,40.053034,昌平线,北京,海淀区,116.312555,40.059036
草桥,BV10000222,CaoQiao,116.351387,39.845869,大兴国际机场线,北京,丰台区,116.356663,39.852115
大兴新城,BV10877516,DaXing XinCheng,116.365522,39.735583,大兴国际机场线,北京,大兴区,116.371795,39.741031
大兴机场,BV11146181,DaXing JiChang,116.416725,39.511375,大兴国际机场线,北京,广阳区,116.42325,39.518654
阎村东,BV10561755,yan cun dong,116.100817,39.729028,房山线,北京,房山区,116.107001,39.734678
苏庄,BV10003977,su zhuang,116.125306,39.723188,房山线,北京,房山区,116.131898,39.729197
良乡南关,BV10013427,liang xiang nan guan,116.140804,39.723202,房山线,北京,房山区,116.147255,39.72947
良乡大学城西,BV10003994,liang xiang da xue cheng xi,116.156282,39.723157,房山线,北京,房山区,116.162684,39.7296
良乡大学城,BV10003965,liang xiang da xue cheng,116.176541,39.723159,房山线,北京,房山区,116.182872,39.729499
良乡大学城北,BV10003967,liang xiang da xue cheng bei,116.18348,39.729906,房山线,北京,房山区,116.189861,39.736109
广阳城,BV10013426,guang yang cheng,116.184985,39.74793,房山线,北京,房山区,116.191395,39.754016
篱笆房,BV10001096,li ba fang,116.189486,39.760636,房山线,北京,房山区,116.195928,39.766697
长阳,BV10013425,chang yang,116.212692,39.763871,房山线,北京,房山区,116.219263,39.769411
稻田,BV10013424,dao tian,116.21884,39.794885,房山线,北京,房山区,116.225429,39.800509
大葆台,BV10013423,da bao tai,116.291681,39.80781,房山线,北京,丰台区,116.298159,39.814113
郭公庄,BV10007779,GuoGongZhuang,116.301889,39.814322,房山线,北京,丰台区,116.308487,39.820675
白盆窑,BV10563755,BaiPen Yao,116.313391,39.81959,房山线,北京,丰台区,116.319647,39.825392
花乡东桥,BV10563754,HuaXiang DongQiao,116.32016,39.829272,房山线,北京,丰台区,116.326462,39.83542
首经贸,BV10013494,ShouJingMao,116.320202,39.844463,房山线,北京,丰台区,116.326785,39.850629
东管头南,BV10562654,DongGuanTou Nan,116.321319,39.852631,房山线,北京,丰台区,116.329975,39.861909
T3航站楼,BV10009415,T3 hang zhan lou,116.615583,40.052657,首都机场线,北京,顺义区,116.622021,40.058903
T2航站楼,BV10013428,T2 hang zhan lou,116.592808,40.079311,首都机场线,北京,朝阳区,116.599563,40.085493
三元桥,BV10000199,san yuan qiao,116.456997,39.961508,首都机场线,北京,朝阳区,116.463573,39.96688
东直门,BV10002731,dong zhi men,116.435842,39.941626,首都机场线,北京,东城区,116.441365,39.947769
巴沟,BV10013394,ba gou,116.293727,39.974179,西郊线,北京,海淀区,116.298179,39.980678
颐和园西门,BV10968850,yi he yuan xi men,116.263248,39.985697,西郊线,北京,海淀区,116.270777,39.993386
茶棚,BV10968847,cha peng,116.2481,39.982113,西郊线,北京,海淀区,116.25461,39.988011
万安,BV10968866,wan an,116.231977,39.984001,西郊线,北京,海淀区,116.238381,39.989901
植物园,BV10968849,zhi wu yuan,116.214853,39.993582,西郊线,北京,海淀区,116.222398,39.999232
香山,BV10968848,xiang shan,116.204491,39.994056,西郊线,北京,海淀区,116.211114,39.999821
阎村东,BV10561755,yan cun dong,116.100817,39.729028,燕房线,北京,房山区,116.107001,39.734678
紫草坞,BV10420734,zi cao wu,116.08672,39.724606,燕房线,北京,房山区,116.093276,39.730266
阎村,BV10420737,yan cun,116.080165,39.716731,燕房线,北京,房山区,116.086796,39.722534
星城,BV10420735,xing cheng,116.06137,39.713681,燕房线,北京,房山区,116.067772,39.719734
大石河东,BV10881795,da shi he dong,116.039906,39.709893,燕房线,北京,房山区,116.046084,39.716115
马各庄,BV10420736,ma ge zhuang,116.016606,39.705103,燕房线,北京,房山区,116.023054,39.711154
饶乐府,BV10420727,rao le fu,116.006103,39.701471,燕房线,北京,房山区,116.012607,39.707343
房山城关,BV10420731,fang shan cheng guan,115.989599,39.706061,燕房线,北京,房山区,115.996258,39.711685
燕山,BV10420733,yan shan,115.973395,39.719615,燕房线,北京,房山区,115.979985,39.72533
宋家庄,BV10000743,song jia zhuang,116.428368,39.845849,亦庄线,北京,丰台区,116.434908,39.851735
肖村,BV10011446,xiao cun,116.448364,39.834217,亦庄线,北京,朝阳区,116.455024,39.839926
小红门,BV10012008,xiao hong men,116.459226,39.827951,亦庄线,北京,朝阳区,116.465808,39.83399
旧宫,BV10000335,jiu gong,116.460789,39.80691,亦庄线,北京,大兴区,116.467457,39.812571
亦庄桥,BV10013453,yi zhuang qiao,116.480307,39.803011,亦庄线,北京,大兴区,116.486866,39.808866
亦庄文化园,BV10013452,yi zhuang wen hua yuan,116.490632,39.80689,亦庄线,北京,大兴区,116.497145,39.812897
万源街,BV10013451,wan yuan jie,116.505403,39.802971,亦庄线,北京,大兴区,116.511997,39.80917
荣京东街,BV10003511,rong jing dong jie,116.513321,39.793189,亦庄线,北京,大兴区,116.519782,39.799569
荣昌东街,BV10013450,rong chang dong jie,116.521688,39.782832,亦庄线,北京,大兴区,116.528177,39.789209
同济南路,BV10007921,tong ji nan lu,116.539901,39.772962,亦庄线,北京,通州区,116.546239,39.779083
经海路,BV10013449,jing hai lu,116.562321,39.783673,亦庄线,北京,通州区,116.568912,39.789493
次渠南,BV10013448,ci qu nan,116.581357,39.795118,亦庄线,北京,通州区,116.587934,39.800804
次渠,BV10011266,ci qu,116.591502,39.8035,亦庄线,北京,通州区,116.597911,39.809191
亦庄火车站,BV10013399,yi zhuang huo che zhan,116.601913,39.812607,亦庄线,北京,通州区,116.608351,39.818509
莘庄,BV10025001,XinZhuang,121.385373,31.111152,1号线,上海,闵行区,121.392129,31.116916
外环路,BV10039895,WaiHuan Lu,121.39302,31.120899,1号线,上海,闵行区,121.399614,31.126649
莲花路,BV10026897,LianHua Lu,121.40291,31.1309,1号线,上海,闵行区,121.407965,31.136828
锦江乐园,BV10026582,JinJiangLeYuan,121.414107,31.142217,1号线,上海,徐汇区,121.420637,31.148056
上海南站,BV10025073,ShangHai NanZhan,121.430041,31.154579,1号线,上海,徐汇区,121.436098,31.158389
漕宝路,BV10026584,CaoBao Lu,121.433143,31.168344,1号线,上海,徐汇区,121.440466,31.174838
上海体育馆,BV10026004,ShangHai TiYuGuan,121.437423,31.182813,1号线,上海,徐汇区,121.449806,31.19185
徐家汇,BV10029707,XuJiaHui,121.436837,31.195338,1号线,上海,徐汇区,121.443228,31.200668
衡山路,BV10039894,HengShan Lu,121.446424,31.204528,1号线,上海,徐汇区,121.453165,31.211342
常熟路,BV10039862,ChangShu Lu,121.449141,31.213524,1号线,上海,徐汇区,121.456663,31.219862
陕西南路,BV10039893,ShaanXi NanLu,121.458744,31.21515,1号线,上海,徐汇区,121.465616,31.222063
黄陂南路,BV10039892,HuangPi NanLu,121.473306,31.222745,1号线,上海,黄浦区,121.480414,31.230171
人民广场,BV10024678,RenMin GuangChang,121.475137,31.232781,1号线,上海,黄浦区,121.481099,31.238688
新闸路,BV10039891,XinZha Lu,121.468151,31.238373,1号线,上海,黄浦区,121.474801,31.244699
汉中路,BV10030213,HanZhong Lu,121.458699,31.241883,1号线,上海,静安区,121.465207,31.247233
上海火车站,BV10024601,ShangHai HuoCheZhan,121.457939,31.249632,1号线,上海,静安区,121.462367,31.253601
